first_name,last_name,emp_no,title,from_date,to_date,birth_date
Tzu,Merle,235371,Engineer,1986-04-25,1993-04-25,1955-10-02
Tzu,Merle,235371,Senior Engineer,1993-04-25,9999-01-01,1955-10-02
Tristan,England,235400,Engineer,1996-03-19,2001-03-19,1955-04-03
Tristan,England,235400,Senior Engineer,2001-03-19,9999-01-01,1955-04-03
Deborah,Schiper,235425,Senior Staff,1994-12-24,9999-01-01,1955-04-18
Deborah,Schiper,235425,Staff,1985-12-24,1994-12-24,1955-04-18
Jaber,Shokrollahi,235506,Engineer,1989-09-13,1994-09-13,1955-04-18
Jaber,Shokrollahi,235506,Senior Engineer,1994-09-13,9999-01-01,1955-04-18
Bodh,Ranka,235512,Senior Staff,1997-08-23,9999-01-01,1955-04-18
Jolita,Itzigehl,235524,Senior Staff,1990-08-20,9999-01-01,1955-07-11
Jolita,Itzigehl,235524,Staff,1985-08-20,1990-08-20,1955-07-11
Fatemeh,Collette,235545,Senior Engineer,1992-07-06,9999-01-01,1955-09-03
Suzette,Swist,235570,Engineer,1988-03-16,1994-03-16,1955-07-15
Suzette,Swist,235570,Senior Engineer,1994-03-16,9999-01-01,1955-07-15
Adil,Stamatiou,235573,Senior Staff,1997-02-07,9999-01-01,1955-01-22
Adil,Stamatiou,235573,Staff,1990-02-07,1997-02-07,1955-01-22
Fun,Angel,235601,Engineer,1987-10-16,1993-10-15,1955-11-15
Fun,Angel,235601,Senior Engineer,1993-10-15,9999-01-01,1955-11-15
Aamer,Talmor,235609,Senior Staff,1992-03-11,9999-01-01,1955-02-10
Aamer,Talmor,235609,Staff,1985-03-11,1992-03-11,1955-02-10
Mona,Carrere,235645,Senior Staff,1985-11-26,9999-01-01,1955-07-20
Adil,Gyorkos,235658,Senior Staff,1995-06-28,9999-01-01,1955-01-11
Adil,Gyorkos,235658,Staff,1987-06-28,1995-06-28,1955-01-11
Wilmer,Lores,235720,Senior Staff,1993-07-06,9999-01-01,1955-01-25
Wilmer,Lores,235720,Staff,1988-07-06,1993-07-06,1955-01-25
Shigehiro,Hofting,235790,Assistant Engineer,1999-05-03,9999-01-01,1955-03-14
Danai,Cannata,235837,Senior Staff,1987-08-05,9999-01-01,1955-11-24
Aiichiro,Alpin,236038,Engineer,1990-10-08,1995-10-08,1955-02-07
Aiichiro,Alpin,236038,Senior Engineer,1995-10-08,9999-01-01,1955-02-07
Girolamo,Nergos,236041,Senior Staff,1992-08-12,9999-01-01,1955-01-20
Girolamo,Nergos,236041,Staff,1986-08-13,1992-08-12,1955-01-20
Constantijn,Joslin,236062,Senior Engineer,1998-11-28,9999-01-01,1955-10-17
Aleksandar,Conti,236118,Engineer,1987-06-17,1996-06-16,1955-01-26
Aleksandar,Conti,236118,Senior Engineer,1996-06-16,9999-01-01,1955-01-26
Kyoichi,Hopewell,236168,Engineer,1988-11-22,1995-11-23,1955-02-26
Kyoichi,Hopewell,236168,Senior Engineer,1995-11-23,9999-01-01,1955-02-26
Shahab,Suermann,236203,Assistant Engineer,1987-08-28,1992-08-27,1955-02-15
Shahab,Suermann,236203,Engineer,1992-08-27,1997-08-27,1955-02-15
Shahab,Suermann,236203,Senior Engineer,1997-08-27,9999-01-01,1955-02-15
Gal,Baez,236228,Staff,1998-08-05,9999-01-01,1955-06-15
Hidekazu,Pena,236246,Senior Staff,1994-01-03,9999-01-01,1955-05-16
Hidekazu,Pena,236246,Staff,1989-01-03,1994-01-03,1955-05-16
Chaitali,Staudhammer,236247,Engineer,1986-03-06,1995-03-06,1955-09-24
Chaitali,Staudhammer,236247,Senior Engineer,1995-03-06,9999-01-01,1955-09-24
Goh,Shackell,236258,Engineer,1986-09-18,1991-09-18,1955-11-02
Goh,Shackell,236258,Senior Engineer,1991-09-18,9999-01-01,1955-11-02
Uriel,Remmele,236267,Engineer,1995-03-11,2001-03-10,1955-08-25
Uriel,Remmele,236267,Senior Engineer,2001-03-10,9999-01-01,1955-08-25
Wilmer,Michaels,236303,Senior Staff,1991-09-19,9999-01-01,1955-04-15
Wilmer,Michaels,236303,Staff,1986-09-19,1991-09-19,1955-04-15
Bodo,Rosay,236329,Assistant Engineer,1987-08-31,1993-08-30,1955-11-29
Bodo,Rosay,236329,Engineer,1993-08-30,1999-08-30,1955-11-29
Bodo,Rosay,236329,Senior Engineer,1999-08-30,9999-01-01,1955-11-29
Jeanne,Berstel,236332,Senior Staff,1987-07-06,9999-01-01,1955-10-20
Jiong,Yetto,236386,Technique Leader,1999-07-22,9999-01-01,1955-11-17
Elzbieta,Awdeh,236413,Senior Engineer,1986-10-19,9999-01-01,1955-04-08
Shigehiro,Barbanera,236414,Engineer,1987-11-13,1996-11-12,1955-05-11
Shigehiro,Barbanera,236414,Senior Engineer,1996-11-12,9999-01-01,1955-05-11
Rosalie,Asmuth,236558,Senior Staff,1985-09-11,9999-01-01,1955-03-13
Faiza,Stifter,236767,Engineer,1995-05-10,9999-01-01,1955-10-10
Jaewoo,Skafidas,236860,Assistant Engineer,1998-04-16,9999-01-01,1955-08-04
Lech,Savasere,236878,Engineer,1990-03-09,1997-03-09,1955-02-12
Lech,Savasere,236878,Senior Engineer,1997-03-09,9999-01-01,1955-02-12
Mari,Brender,236995,Senior Staff,1985-12-19,9999-01-01,1955-01-18
Ibibia,Gopalakrishnan,237022,Senior Staff,1992-12-15,9999-01-01,1955-05-04
Ibibia,Gopalakrishnan,237022,Staff,1986-12-16,1992-12-15,1955-05-04
Nitsan,Aloisi,237134,Senior Staff,1996-02-06,9999-01-01,1955-04-14
Nitsan,Aloisi,237134,Staff,1988-02-06,1996-02-06,1955-04-14
Khedija,Berendt,237156,Senior Staff,1995-03-15,9999-01-01,1955-03-13
Prodip,Ariola,237187,Staff,1998-02-21,9999-01-01,1955-06-08
Jasminko,Baba,237227,Senior Staff,1997-08-15,9999-01-01,1955-04-28
Jasminko,Baba,237227,Staff,1988-08-15,1997-08-15,1955-04-28
Jaroslava,Nivat,237263,Assistant Engineer,1987-01-04,1992-01-04,1955-02-27
Jaroslava,Nivat,237263,Engineer,1992-01-04,1997-01-03,1955-02-27
Jaroslava,Nivat,237263,Senior Engineer,1997-01-03,9999-01-01,1955-02-27
Arvind,Stiles,237418,Senior Engineer,1986-10-18,9999-01-01,1955-05-27
Bernd,Trachtenberg,237419,Engineer,1985-07-28,1993-07-28,1955-11-15
Bernd,Trachtenberg,237419,Senior Engineer,1993-07-28,9999-01-01,1955-11-15
Zita,Edelhoff,237449,Technique Leader,1985-10-06,9999-01-01,1955-06-30
Masami,Ramsey,237460,Senior Staff,2001-09-21,9999-01-01,1955-10-06
Masami,Ramsey,237460,Staff,1996-09-21,2001-09-21,1955-10-06
Tetsurou,Poulakidas,237474,Engineer,1987-01-09,1994-01-09,1955-04-21
Tetsurou,Poulakidas,237474,Senior Engineer,1994-01-09,9999-01-01,1955-04-21
Patricio,Comyn,237479,Senior Staff,2001-09-15,9999-01-01,1955-10-31
Patricio,Comyn,237479,Staff,1994-09-15,2001-09-15,1955-10-31
Guozhong,Berztiss,237512,Engineer,1985-11-29,1994-11-29,1955-01-28
Guozhong,Berztiss,237512,Senior Engineer,1994-11-29,9999-01-01,1955-01-28
Indrajit,Baik,237658,Engineer,1988-10-13,1994-10-13,1955-06-06
Indrajit,Baik,237658,Senior Engineer,1994-10-13,9999-01-01,1955-06-06
Junsik,Onuegbe,237663,Assistant Engineer,1997-12-24,9999-01-01,1955-08-24
Ramalingam,Chaudhury,237679,Engineer,1989-06-13,1994-06-13,1955-03-14
Ramalingam,Chaudhury,237679,Senior Engineer,1994-06-13,9999-01-01,1955-03-14
Candido,Provine,237706,Assistant Engineer,1988-10-24,1997-10-24,1955-09-15
Candido,Provine,237706,Engineer,1997-10-24,9999-01-01,1955-09-15
Owen,Heping,237717,Technique Leader,1986-03-30,9999-01-01,1955-04-19
Hatsukazu,Domenig,237730,Engineer,1995-06-13,2001-06-12,1955-12-31
Hatsukazu,Domenig,237730,Senior Engineer,2001-06-12,9999-01-01,1955-12-31
Herb,Daescu,237769,Senior Staff,1995-12-22,9999-01-01,1955-06-27
Herb,Daescu,237769,Staff,1987-12-22,1995-12-22,1955-06-27
Anneli,Fiebach,237777,Senior Staff,1998-01-12,9999-01-01,1955-04-05
Anneli,Fiebach,237777,Staff,1991-01-12,1998-01-12,1955-04-05
Yannik,Bierbaum,237790,Technique Leader,1996-04-04,9999-01-01,1955-10-10
Lihong,Baranowski,237803,Senior Engineer,1986-08-04,9999-01-01,1955-05-04
Jiakeng,Rosiles,237820,Senior Engineer,1988-07-29,9999-01-01,1955-03-27
Manohar,Kushnir,237863,Engineer,1997-04-26,9999-01-01,1955-11-24
Otmar,Castellani,237874,Senior Staff,1998-05-05,9999-01-01,1955-07-26
Pohua,Dechter,237892,Engineer,1986-04-21,1991-04-21,1955-10-23
Pohua,Dechter,237892,Senior Engineer,1991-04-21,9999-01-01,1955-10-23
Elgin,Rajala,237900,Engineer,1987-01-25,1995-01-25,1955-10-16
Elgin,Rajala,237900,Senior Engineer,1995-01-25,9999-01-01,1955-10-16
Irene,Rassart,237995,Engineer,1986-07-25,1995-07-25,1955-03-16
Irene,Rassart,237995,Senior Engineer,1995-07-25,9999-01-01,1955-03-16
Owen,Kornatzky,238008,Senior Staff,1996-06-17,9999-01-01,1955-11-01
Owen,Kornatzky,238008,Staff,1987-06-18,1996-06-17,1955-11-01
Marjo,Prochazka,238021,Engineer,1988-01-28,1993-01-27,1955-08-27
Marjo,Prochazka,238021,Senior Engineer,1993-01-27,9999-01-01,1955-08-27
Renee,Krohn,238047,Senior Staff,1997-09-07,9999-01-01,1955-09-01
Renee,Krohn,238047,Staff,1988-09-07,1997-09-07,1955-09-01
Fumiyo,Vakili,238056,Senior Staff,1993-07-20,9999-01-01,1955-09-17
Fumiyo,Vakili,238056,Staff,1986-07-20,1993-07-20,1955-09-17
Florina,Steinauer,238066,Senior Staff,1996-06-09,9999-01-01,1955-06-30
Florina,Steinauer,238066,Staff,1991-06-10,1996-06-09,1955-06-30
Fumiyo,Peroz,238078,Engineer,1985-06-14,1993-06-14,1955-09-27
Fumiyo,Peroz,238078,Senior Engineer,1993-06-14,9999-01-01,1955-09-27
Toshiki,Schicker,238159,Senior Staff,1993-12-26,9999-01-01,1955-09-15
Toshiki,Schicker,238159,Staff,1985-12-26,1993-12-26,1955-09-15
Edwin,Merks,238160,Senior Staff,1999-04-16,9999-01-01,1955-01-19
Perry,Sullins,238164,Staff,1997-01-14,9999-01-01,1955-05-09
Radhia,Vuskovic,238172,Senior Staff,1994-03-28,9999-01-01,1955-07-22
Radhia,Vuskovic,238172,Staff,1986-03-28,1994-03-28,1955-07-22
Falguni,Hertweck,238177,Senior Engineer,1989-03-02,9999-01-01,1955-09-25
Nobuyoshi,Wursthorn,238226,Senior Engineer,1989-03-26,9999-01-01,1955-09-25
Huai,Middleton,238275,Engineer,1999-09-29,9999-01-01,1955-11-14
Freyja,Awdeh,238290,Senior Staff,1994-09-26,9999-01-01,1955-02-03
Freyja,Awdeh,238290,Staff,1985-09-26,1994-09-26,1955-02-03
Prasadram,Cunliffe,238298,Senior Staff,2001-02-10,9999-01-01,1955-04-11
Prasadram,Cunliffe,238298,Staff,1995-02-11,2001-02-10,1955-04-11
Roddy,Marzano,238355,Engineer,1988-09-27,1996-09-27,1955-06-25
Roddy,Marzano,238355,Senior Engineer,1996-09-27,9999-01-01,1955-06-25
Yuriy,Miara,238357,Senior Staff,1996-07-06,9999-01-01,1955-04-16
Yuriy,Miara,238357,Staff,1987-07-07,1996-07-06,1955-04-16
Etsuo,Perfilyeva,238389,Senior Staff,1994-08-20,9999-01-01,1955-08-02
Etsuo,Perfilyeva,238389,Staff,1986-08-20,1994-08-20,1955-08-02
Baruch,Fiebach,238504,Engineer,1986-01-29,1995-01-29,1955-12-29
Baruch,Fiebach,238504,Senior Engineer,1995-01-29,9999-01-01,1955-12-29
Tomofumi,Bellone,238537,Senior Engineer,1985-02-19,9999-01-01,1955-05-29
Fumitaka,Pehl,238538,Senior Engineer,1990-05-18,9999-01-01,1955-11-18
Masato,Zhang,238548,Senior Staff,1997-12-17,9999-01-01,1955-08-23
Masato,Zhang,238548,Staff,1988-12-17,1997-12-17,1955-08-23
Neelam,Uhrig,238578,Engineer,1987-03-17,1994-03-17,1955-03-21
Neelam,Uhrig,238578,Senior Engineer,1994-03-17,9999-01-01,1955-03-21
Badri,Benantar,238619,Engineer,1986-09-30,1991-09-30,1955-11-27
Badri,Benantar,238619,Senior Engineer,1991-09-30,9999-01-01,1955-11-27
Greger,Segond,238653,Engineer,1988-04-09,1994-04-09,1955-03-20
Greger,Segond,238653,Senior Engineer,1994-04-09,9999-01-01,1955-03-20
Masako,Rosenbaum,238669,Senior Staff,1998-11-09,9999-01-01,1955-11-01
Masako,Rosenbaum,238669,Staff,1991-11-09,1998-11-09,1955-11-01
Cordelia,Hebert,238749,Senior Engineer,1999-11-25,9999-01-01,1955-08-06
Fen,Candan,238764,Senior Staff,1993-06-08,9999-01-01,1955-04-08
Fen,Candan,238764,Staff,1986-06-08,1993-06-08,1955-04-08
Berto,Bennis,238787,Senior Staff,1996-03-11,9999-01-01,1955-12-26
Berto,Bennis,238787,Staff,1987-03-12,1996-03-11,1955-12-26
Deniz,Kroll,238791,Senior Staff,1995-12-10,9999-01-01,1955-04-03
Deniz,Kroll,238791,Staff,1988-12-09,1995-12-10,1955-04-03
Make,Ferretti,238800,Senior Engineer,1987-09-21,9999-01-01,1955-06-25
Gopalakrishnan,Merlo,238836,Senior Staff,1994-10-06,9999-01-01,1955-02-21
Gopalakrishnan,Merlo,238836,Staff,1987-10-06,1994-10-06,1955-02-21
Ebru,Standera,238865,Engineer,1988-07-23,1994-07-23,1955-06-02
Ebru,Standera,238865,Senior Engineer,1994-07-23,9999-01-01,1955-06-02
Nitsan,Sudkamp,238891,Engineer,1986-12-01,1994-12-01,1955-02-09
Nitsan,Sudkamp,238891,Senior Engineer,1994-12-01,9999-01-01,1955-02-09
Yaghout,Furedi,238900,Senior Engineer,1993-07-14,9999-01-01,1955-08-08
Janalee,Jakobus,238935,Senior Staff,1994-04-02,9999-01-01,1955-05-29
Janalee,Jakobus,238935,Staff,1988-04-02,1994-04-02,1955-05-29
Shuichi,Cappelli,238978,Engineer,1988-09-25,1997-09-25,1955-05-22
Shuichi,Cappelli,238978,Senior Engineer,1997-09-25,9999-01-01,1955-05-22
Christ,Foong,239021,Senior Staff,1995-02-24,9999-01-01,1955-07-11
Christ,Foong,239021,Staff,1987-02-24,1995-02-24,1955-07-11
Yishai,Birjandi,239087,Senior Staff,1993-06-29,9999-01-01,1955-06-30
Yishai,Birjandi,239087,Staff,1986-06-29,1993-06-29,1955-06-30
Hatim,Montresor,239094,Assistant Engineer,1985-07-28,1990-07-28,1955-04-20
Hatim,Montresor,239094,Engineer,1990-07-28,1995-07-28,1955-04-20
Hatim,Montresor,239094,Senior Engineer,1995-07-28,9999-01-01,1955-04-20
Kwan,Highland,239096,Engineer,1986-12-08,1991-12-08,1955-06-13
Kwan,Highland,239096,Senior Engineer,1991-12-08,9999-01-01,1955-06-13
Sanjoy,Lorcy,239153,Senior Staff,1988-11-06,9999-01-01,1955-04-19
Elliott,Isard,239166,Senior Staff,1995-03-16,9999-01-01,1955-10-30
Elliott,Isard,239166,Staff,1988-03-15,1995-03-16,1955-10-30
Luigi,Giaccio,239185,Senior Staff,1987-12-04,9999-01-01,1955-01-09
Mario,Katiyar,239287,Senior Engineer,2002-04-14,9999-01-01,1955-02-28
Valter,Peot,239294,Engineer,1987-10-04,1992-10-03,1955-03-08
Valter,Peot,239294,Senior Engineer,1992-10-03,9999-01-01,1955-03-08
Nimmagadda,Bael,239332,Senior Staff,1994-01-29,9999-01-01,1955-09-16
Marlo,Peltason,239350,Senior Staff,1995-01-20,9999-01-01,1955-08-23
Marlo,Peltason,239350,Staff,1988-01-20,1995-01-20,1955-08-23
Geraldo,McFarlan,239377,Senior Staff,1991-06-12,9999-01-01,1955-12-12
Geraldo,McFarlan,239377,Staff,1985-06-12,1991-06-12,1955-12-12
Bernardo,Denny,239401,Engineer,1997-05-25,9999-01-01,1955-01-12
Sanjeeva,Lunn,239188,Senior Staff,1988-10-21,9999-01-01,1955-02-20
Masasuke,Brizzi,239205,Senior Staff,1992-03-27,9999-01-01,1955-08-25
Masasuke,Brizzi,239205,Staff,1986-03-28,1992-03-27,1955-08-25
Aria,Meszaros,239223,Engineer,1990-06-08,1996-06-07,1955-05-31
Aria,Meszaros,239223,Senior Engineer,1996-06-07,9999-01-01,1955-05-31
Shem,Pileggi,239261,Engineer,1988-05-13,1997-05-13,1955-01-14
Shem,Pileggi,239261,Senior Engineer,1997-05-13,9999-01-01,1955-01-14
Mario,Katiyar,239287,Engineer,1996-04-14,2002-04-14,1955-02-28
Bouchung,Zedlitz,239499,Senior Staff,1992-10-25,9999-01-01,1955-11-01
Bouchung,Zedlitz,239499,Staff,1985-10-25,1992-10-25,1955-11-01
Shaz,Hedayat,239539,Assistant Engineer,1996-06-02,9999-01-01,1955-07-17
Radhika,Callaway,239594,Engineer,1990-07-22,1998-07-22,1955-03-14
Radhika,Callaway,239594,Senior Engineer,1998-07-22,9999-01-01,1955-03-14
Sverrir,Renear,239414,Senior Staff,1997-09-29,9999-01-01,1955-04-09
Sverrir,Renear,239414,Staff,1988-09-29,1997-09-29,1955-04-09
Hongzue,Gyimothy,239423,Senior Staff,1996-07-13,9999-01-01,1955-05-03
Fun,Birsak,239648,Senior Staff,2002-02-26,9999-01-01,1955-04-02
Fun,Birsak,239648,Staff,1994-02-26,2002-02-26,1955-04-02
Elrique,Emmart,239653,Senior Staff,1995-11-20,9999-01-01,1955-12-23
Elrique,Emmart,239653,Staff,1986-11-20,1995-11-20,1955-12-23
Hongzue,Gyimothy,239423,Staff,1987-07-14,1996-07-13,1955-05-03
Teruyuki,Ouhyoung,239443,Assistant Engineer,1986-04-19,1991-04-19,1955-09-12
Teruyuki,Ouhyoung,239443,Engineer,1991-04-19,1996-04-18,1955-09-12
Teruyuki,Ouhyoung,239443,Senior Engineer,1996-04-18,9999-01-01,1955-09-12
Arve,Tagansky,239463,Engineer,1996-06-27,9999-01-01,1955-03-28
Marl,Range,239471,Senior Engineer,1996-09-03,9999-01-01,1955-07-06
Chinya,Tsunoo,239477,Engineer,1996-03-24,9999-01-01,1955-09-17
Naraig,Baaz,239809,Senior Engineer,1994-10-04,9999-01-01,1955-08-16
Arun,Lagarias,239711,Engineer,1987-12-23,1992-12-22,1955-05-15
Arun,Lagarias,239711,Senior Engineer,1992-12-22,9999-01-01,1955-05-15
Lijie,Rousseau,239729,Senior Staff,1995-01-21,9999-01-01,1955-06-29
Cristinel,Beilner,239846,Engineer,1985-06-18,1994-06-18,1955-06-24
Leif,Coors,239756,Engineer,1999-05-25,9999-01-01,1955-12-25
Kamakshi,Szemeredi,239762,Engineer,1986-01-20,1994-01-20,1955-02-03
Kamakshi,Szemeredi,239762,Senior Engineer,1994-01-20,9999-01-01,1955-02-03
Indrajit,Shackel,239782,Senior Staff,1990-11-12,9999-01-01,1955-04-29
Indrajit,Shackel,239782,Staff,1985-11-12,1990-11-12,1955-04-29
Cristinel,Beilner,239846,Senior Engineer,1994-06-18,9999-01-01,1955-06-24
Xiaopeng,Hatcliff,239871,Senior Staff,1993-04-17,9999-01-01,1955-06-19
Lidong,Mattern,240134,Senior Staff,1986-02-26,9999-01-01,1955-04-28
Pantung,Gihr,239955,Senior Staff,2002-03-14,9999-01-01,1955-04-09
Pantung,Gihr,239955,Staff,1993-03-14,2002-03-14,1955-04-09
Radhia,Radwan,239979,Senior Staff,1999-02-03,9999-01-01,1955-12-18
Radhia,Radwan,239979,Staff,1990-02-03,1999-02-03,1955-12-18
Xianlong,Vigier,240196,Senior Staff,1994-02-01,9999-01-01,1955-07-26
Duke,Vandervoorde,240204,Engineer,1988-08-20,1993-08-20,1955-11-15
Duke,Vandervoorde,240204,Senior Engineer,1993-08-20,9999-01-01,1955-11-15
Ger,Akiyama,240217,Senior Staff,2000-09-11,9999-01-01,1955-12-25
Ger,Akiyama,240217,Staff,1992-09-11,2000-09-11,1955-12-25
Xianlong,Vigier,240196,Staff,1988-02-02,1994-02-01,1955-07-26
Rimon,Rubsam,240352,Engineer,1985-09-26,1994-09-26,1955-12-16
Fumiya,Herber,240260,Senior Staff,1985-03-23,9999-01-01,1955-09-25
Masanao,Iwayama,240268,Technique Leader,1988-06-09,9999-01-01,1955-02-18
Jeane,Sidhu,240289,Engineer,1985-06-10,1991-06-10,1955-02-12
Jeane,Sidhu,240289,Senior Engineer,1991-06-10,9999-01-01,1955-02-12
Rimon,Rubsam,240352,Senior Engineer,1994-09-26,9999-01-01,1955-12-16
Guadalupe,Reeker,240518,Senior Engineer,1986-07-17,9999-01-01,1955-09-16
Stella,Simmen,240561,Engineer,1997-10-31,9999-01-01,1955-01-01
Kish,Ritcey,240589,Staff,1996-12-10,9999-01-01,1955-01-14
Visit,Bauknecht,240727,Engineer,1992-04-23,1999-04-24,1955-01-11
Visit,Bauknecht,240727,Senior Engineer,1999-04-24,9999-01-01,1955-01-11
Shrikanth,Bernatsky,240750,Engineer,1998-10-22,9999-01-01,1955-12-22
Manibrata,Lanphier,240635,Senior Staff,1996-10-04,9999-01-01,1955-07-05
Manibrata,Lanphier,240635,Staff,1989-10-04,1996-10-04,1955-07-05
Gino,Erman,240770,Engineer,1991-06-05,1996-06-04,1955-04-10
Gino,Erman,240770,Senior Engineer,1996-06-04,9999-01-01,1955-04-10
Arvin,Munawer,240798,Senior Staff,1985-08-02,9999-01-01,1955-03-02
Toshimo,Jullig,240679,Senior Engineer,1986-06-07,9999-01-01,1955-08-15
Boutros,Velardi,240696,Senior Staff,1985-02-05,9999-01-01,1955-07-23
Rafail,Molenaar,240697,Engineer,1988-06-21,1995-06-22,1955-03-07
Rafail,Molenaar,240697,Senior Engineer,1995-06-22,9999-01-01,1955-03-07
Valdiodio,Eugenio,240811,Technique Leader,1990-10-15,9999-01-01,1955-09-04
Shahaf,Unni,240928,Senior Staff,1986-02-08,9999-01-01,1955-07-25
Shigeu,Binkley,241067,Technique Leader,1986-11-07,9999-01-01,1955-02-02
Weidon,Paludetto,240826,Senior Staff,1998-08-07,9999-01-01,1955-12-13
Weidon,Paludetto,240826,Staff,1993-08-07,1998-08-07,1955-12-13
Basil,Gelosh,240834,Engineer,2000-01-02,9999-01-01,1955-11-23
Karsten,Krzyzanowski,240857,Engineer,1988-10-16,1993-10-16,1955-12-31
Karsten,Krzyzanowski,240857,Senior Engineer,1993-10-16,9999-01-01,1955-12-31
Kellie,Heinisuo,241260,Engineer,1985-06-06,1992-06-06,1955-11-11
Fumitake,Dehkordi,241204,Senior Engineer,1986-01-29,9999-01-01,1955-01-11
Kellie,Heinisuo,241260,Senior Engineer,1992-06-06,9999-01-01,1955-11-11
Muzhong,Dahlbom,241481,Engineer,1988-05-31,1996-05-31,1955-09-11
Muzhong,Dahlbom,241481,Senior Engineer,1996-05-31,9999-01-01,1955-09-11
Evgueni,Crouzet,241548,Engineer,1986-11-13,1995-11-13,1955-01-22
Subhada,Salvesen,241411,Staff,1995-08-28,9999-01-01,1955-04-28
Evgueni,Crouzet,241548,Senior Engineer,1995-11-13,9999-01-01,1955-01-22
Nathan,Gurbaxani,241553,Senior Staff,1996-05-15,9999-01-01,1955-05-05
Nathan,Gurbaxani,241553,Staff,1987-05-16,1996-05-15,1955-05-05
Atreyi,Lemarechal,241690,Engineer,1997-10-18,9999-01-01,1955-05-15
Kokou,Staudhammer,241842,Senior Staff,1991-06-07,9999-01-01,1955-04-27
Ortrun,Motley,241580,Engineer,1986-12-09,1991-12-09,1955-10-22
Ortrun,Motley,241580,Senior Engineer,1991-12-09,9999-01-01,1955-10-22
Thodoros,Spieker,241597,Engineer,1988-12-11,1997-12-11,1955-04-21
Thodoros,Spieker,241597,Senior Engineer,1997-12-11,9999-01-01,1955-04-21
Mara,Grospietsch,241622,Staff,1998-05-05,9999-01-01,1955-08-22
Valery,Norsworthy,241928,Engineer,1986-12-16,1992-12-15,1955-01-14
Valery,Norsworthy,241928,Senior Engineer,1992-12-15,9999-01-01,1955-01-14
Kokou,Staudhammer,241842,Staff,1986-06-07,1991-06-07,1955-04-27
Carrsten,Schoegge,241940,Senior Staff,1993-01-28,9999-01-01,1955-03-02
Carrsten,Schoegge,241940,Staff,1987-01-29,1993-01-28,1955-03-02
Nechama,Undy,241855,Engineer,1992-04-16,1998-04-16,1955-09-14
Aimee,Kornatzky,241965,Senior Staff,1994-12-30,9999-01-01,1955-04-17
Aimee,Kornatzky,241965,Staff,1987-12-30,1994-12-30,1955-04-17
Susuma,Kriebel,241969,Senior Staff,1996-01-27,9999-01-01,1955-12-08
Susuma,Kriebel,241969,Staff,1987-01-27,1996-01-27,1955-12-08
Nechama,Undy,241855,Senior Engineer,1998-04-16,9999-01-01,1955-09-14
Taizo,Kandlur,241864,Engineer,1987-07-14,1994-07-14,1955-04-07
Taizo,Kandlur,241864,Senior Engineer,1994-07-14,9999-01-01,1955-04-07
Mooi,Gecsei,242098,Engineer,1988-12-19,1997-12-19,1955-02-23
Mooi,Gecsei,242098,Senior Engineer,1997-12-19,9999-01-01,1955-02-23
Conor,Wilharm,242014,Engineer,1985-03-07,1994-03-07,1955-11-12
Conor,Wilharm,242014,Senior Engineer,1994-03-07,9999-01-01,1955-11-12
Angus,Perz,242069,Senior Staff,1994-08-08,9999-01-01,1955-02-13
Angus,Perz,242069,Staff,1988-08-08,1994-08-08,1955-02-13
Marla,Hennings,242197,Engineer,1988-08-24,1993-08-24,1955-11-10
Marla,Hennings,242197,Senior Engineer,1993-08-24,9999-01-01,1955-11-10
Jouni,Dahlbom,242227,Senior Staff,1992-11-12,9999-01-01,1955-01-25
Jouni,Dahlbom,242227,Staff,1986-11-13,1992-11-12,1955-01-25
Ziva,Przulj,242262,Engineer,1987-12-09,1996-12-08,1955-11-30
Ziva,Przulj,242262,Senior Engineer,1996-12-08,9999-01-01,1955-11-30
Irene,Benzmuller,242280,Senior Staff,1995-12-25,9999-01-01,1955-05-02
Irene,Benzmuller,242280,Staff,1986-12-25,1995-12-25,1955-05-02
DAIDA,Reeker,242321,Senior Engineer,1987-02-10,9999-01-01,1955-12-04
Renny,Kadhim,242334,Senior Staff,1985-09-20,9999-01-01,1955-10-30
Kwangho,Cyre,242585,Engineer,1987-09-29,1994-09-29,1955-03-15
Teunis,Heystek,242347,Senior Staff,1994-03-13,9999-01-01,1955-02-26
Falguni,Puoti,242348,Engineer,1988-01-08,1993-01-07,1955-10-18
Falguni,Puoti,242348,Senior Engineer,1993-01-07,9999-01-01,1955-10-18
Tse,Constantine,242470,Assistant Engineer,1985-09-25,1994-09-25,1955-04-25
Tse,Constantine,242470,Engineer,1994-09-25,9999-01-01,1955-04-25
Kwangho,Cyre,242585,Senior Engineer,1994-09-29,9999-01-01,1955-03-15
Xinglin,Gulik,242586,Senior Staff,1994-08-29,9999-01-01,1955-12-28
Xinglin,Gulik,242586,Staff,1987-08-29,1994-08-29,1955-12-28
Mori,Nanard,242717,Senior Engineer,1990-08-15,9999-01-01,1955-05-03
Waiman,Nastansky,242598,Engineer,1986-12-30,1992-12-29,1955-10-22
Waiman,Nastansky,242598,Senior Engineer,1992-12-29,9999-01-01,1955-10-22
Mona,Whitcomb,242779,Engineer,1987-03-27,1995-03-27,1955-09-24
Yucel,Chelton,242653,Engineer,1990-06-24,1998-06-24,1955-12-27
Yucel,Chelton,242653,Senior Engineer,1998-06-24,9999-01-01,1955-12-27
Mona,Whitcomb,242779,Senior Engineer,1995-03-27,9999-01-01,1955-09-24
Kenton,Uehara,242799,Engineer,1998-07-22,9999-01-01,1955-11-14
